id,gender,class,gpa,scale1,scale2
884,male,sophomore,3.08,2,1
885,male,senior,1.97,4,9
886,male,freshman,2.22,5,7
887,female,sophomore,2.97,3,2
888,male,freshman,3.01,3,8
889,male,junior,2.13,2,6
890,male,sophomore,2.35,2,3
891,male,freshman,2.71,3,1
892,female,sophomore,2.94,3,1
893,female,sophomore,2.94,2,1
894,male,sophomore,2.83,3,9
895,female,freshman,1.96,1,4
896,female,freshman,3.28,3,8
897,male,sophomore,2.31,5,4
898,male,freshman,2.25,3,6
899,male,sophomore,2.25,3,5
900,male,sophomore,2.73,3,7
901,male,sophomore,2.86,3,6
902,female,senior,2.75,5,6
903,female,freshman,2.47,2,6
904,female,senior,2.14,2,4
905,male,sophomore,2.97,3,2
906,female,sophomore,3.43,1,1
907,female,senior,3.59,5,9
908,female,freshman,3.22,3,7
909,male,senior,2.74,3,5
910,male,sophomore,2.83,3,1
911,female,junior,2.71,4,7
912,male,freshman,3.58,2,3
913,male,freshman,3.01,5,4
914,female,senior,2.1,2,2
915,male,freshman,2.82,2,7
916,female,senior,3.08,3,3
917,male,sophomore,3.19,3,1
918,female,senior,2.88,1,9
919,male,senior,2.77,3,6
920,male,freshman,2.52,2,4
921,female,junior,1.81,4,2
922,male,freshman,2.53,1,6
923,male,freshman,2.88,3,2
924,female,senior,1.78,2,5
925,female,freshman,3.19,2,8
926,male,junior,2.5,4,4
927,female,freshman,1.91,2,4
928,male,freshman,2.43,5,5
929,male,freshman,2.03,3,2
930,male,sophomore,3.21,4,9
931,female,freshman,2.8,2,4
932,male,sophomore,2.17,3,6
933,male,senior,2.2,2,1
934,male,freshman,3.1,3,8
935,male,junior,2.75,4,1
936,female,freshman,3.06,4,8
937,female,senior,3.79,5,7
938,male,senior,3.31,5,4
939,female,sophomore,2.47,1,9
940,male,junior,2.59,2,5
941,female,junior,3.1,2,7
942,female,sophomore,2.98,2,9
943,female,sophomore,2.93,4,4
944,female,junior,3.17,3,7
945,male,senior,2.53,4,8
946,female,junior,3.41,1,8
947,female,junior,2.29,2,2
948,male,freshman,2.62,1,9
949,male,freshman,2.59,2,9
950,male,sophomore,2.36,3,5
951,female,senior,2.51,1,5
952,female,junior,2.78,5,3
953,female,sophomore,2.3,3,6
954,male,junior,2.84,3,9
955,male,junior,1.86,3,1
956,male,sophomore,2.39,4,1
957,male,senior,2.36,3,7
958,female,freshman,2.51,3,2
959,male,sophomore,2.47,3,8
960,male,senior,2.47,3,7
961,male,sophomore,2.74,3,5
962,female,senior,2.87,3,5
963,female,freshman,2.2,1,2
964,female,freshman,2.53,5,9
965,male,freshman,2.74,5,4
966,female,senior,2.92,3,8
967,female,freshman,2.35,1,8
968,male,senior,2.82,3,6
969,female,sophomore,2.36,4,3
970,male,sophomore,2.88,2,8
971,male,sophomore,2.28,4,4
972,female,sophomore,2.57,5,1
973,female,sophomore,2.86,2,3
974,male,freshman,2.02,2,4
975,male,sophomore,2.58,1,3
976,female,senior,2.96,3,9
977,female,senior,3.16,4,7
978,male,freshman,2.81,3,9
979,female,sophomore,2.68,1,5
980,female,sophomore,2.3,1,9
981,female,freshman,2.84,1,8
982,male,freshman,2.56,4,8
983,male,junior,2.24,3,9
984,female,freshman,3.39,4,8
985,female,junior,2.74,4,9
986,female,freshman,3.08,3,3
987,male,sophomore,2.96,4,6
988,female,sophomore,2.41,1,7
989,male,freshman,2.27,4,1
990,male,sophomore,2.8,2,1
991,male,sophomore,2.74,2,2
992,male,senior,2.5,2,1
993,female,senior,2.75,3,1
994,male,freshman,2.8,4,1
995,male,freshman,3.33,5,6
996,female,senior,2.75,2,9
997,male,freshman,2.82,3,7
998,female,senior,2.52,1,5
999,female,junior,1.95,2,2
1000,male,sophomore,2.39,3,5
1001,female,senior,2.42,5,1
1002,male,sophomore,2.71,2,6
1003,male,sophomore,1.74,3,9
1004,female,sophomore,3.18,4,8
1005,male,senior,2.94,1,6
1006,male,junior,2.59,4,8
1007,male,sophomore,2.7,3,6
1008,male,sophomore,3.21,4,6
1009,female,junior,2.65,3,7
1010,male,junior,2.55,3,6
1011,male,senior,2.64,4,1
1012,female,sophomore,2.69,2,9
1013,male,junior,3.37,1,8
1014,male,sophomore,2.93,5,9
1015,male,junior,2.81,1,9
1016,male,junior,2.41,2,3
1017,female,freshman,2.32,5,3
1018,male,senior,2,2,5
1019,male,junior,2.32,4,3
1020,male,freshman,2.01,4,6
1021,male,junior,2.96,2,2
1022,male,junior,2.7,3,6
1023,male,junior,3.17,1,9
1024,male,junior,3.63,4,5
1025,female,sophomore,3,4,8
1026,male,junior,2.34,1,3
1027,female,sophomore,2.94,1,2
1028,female,freshman,2.75,1,1
1029,male,freshman,3.33,2,8
1030,male,freshman,2.16,1,1
1031,female,sophomore,2.43,4,8
1032,male,freshman,2.76,3,7
1033,male,freshman,2.51,4,8
1034,male,freshman,2.51,3,9
1035,male,freshman,2.88,4,8
1036,female,freshman,2.53,2,1
1037,female,freshman,2.7,1,8
1038,female,senior,1.99,5,1
1039,female,sophomore,2.09,4,1
1040,female,senior,1.91,1,2
1041,female,junior,2.08,4,3
1042,male,sophomore,2.87,2,2
1043,female,sophomore,3.12,1,4
1044,female,senior,3.02,4,9
1045,female,sophomore,2.99,2,1
1046,male,freshman,2.75,1,9
1047,male,freshman,2.95,5,8
1048,male,sophomore,2.15,2,7
1049,female,senior,2.82,4,1
1050,male,freshman,2.75,2,3
1051,male,freshman,2.39,5,1
1052,female,junior,3.14,4,9
1053,female,sophomore,2.14,2,6
1054,male,senior,2.44,1,8
1055,female,senior,2.59,2,9
1056,male,junior,2.88,2,4
1057,male,sophomore,3.13,4,4
1058,female,junior,2.64,3,1
1059,male,junior,2.71,2,7
1060,male,sophomore,2.09,1,4
1061,male,junior,3.57,1,9
1062,male,senior,2.52,3,4
1063,female,sophomore,3.08,3,8
1064,female,freshman,2.98,1,2
1065,male,senior,3.15,3,8
1066,male,senior,3.27,2,7
1067,female,senior,1.68,2,7
1068,female,senior,2.85,4,2
1069,female,junior,2.54,2,8
1070,male,junior,3.07,3,7
1071,female,freshman,2.62,2,5
1072,male,freshman,2.61,1,1
1073,male,senior,3.06,3,9
1074,male,sophomore,2.87,1,2
1075,male,freshman,2.04,3,1
1076,male,junior,3.04,5,9
1077,male,freshman,2.44,5,9
1078,male,junior,2.94,4,8
1079,female,freshman,2.37,4,7
1080,male,freshman,2.06,1,4
1081,male,sophomore,2.3,3,4
1082,male,freshman,2.63,1,7
1083,female,sophomore,2.49,3,5
1084,female,senior,2.22,4,8
1085,female,freshman,2.89,2,4
1086,female,senior,2.94,4,9
1087,male,senior,3.07,2,3
1088,male,senior,2.51,2,8
1089,female,freshman,2.86,1,2
1090,female,sophomore,2.93,3,1
1091,male,junior,2.91,5,6
1092,male,junior,2.49,2,9
1093,male,junior,2.9,2,1
1094,female,freshman,3.67,2,1
1095,male,senior,2.06,1,9
1096,male,sophomore,2.53,3,4
1097,male,sophomore,2.99,5,2
1098,female,junior,2.56,2,8
1099,female,senior,3.71,4,8
1100,male,freshman,3.62,3,3
1101,male,senior,2.74,3,3
1102,female,freshman,3.78,1,1
1103,male,senior,3.03,4,6
1104,male,sophomore,2.42,4,3
1105,female,freshman,2.69,4,4
1106,male,sophomore,3.27,1,5
1107,male,sophomore,3.25,4,4
1108,female,senior,2.48,2,9
1109,female,sophomore,2.63,2,5
1110,male,senior,2.54,1,1
1111,male,senior,2.36,4,7
1112,female,junior,2.99,3,7
1113,female,senior,2.44,2,4
1114,male,freshman,2.66,3,1
1115,male,senior,3.24,4,9
1116,male,junior,2.53,4,3
1117,female,senior,2.72,2,6
1118,male,freshman,2.3,3,1
1119,male,freshman,2.93,1,1
1120,female,freshman,2.78,2,4
1121,female,freshman,1.68,1,8
1122,female,sophomore,2.4,2,2
1123,female,junior,3.02,3,1
1124,male,junior,2.86,2,5
1125,female,freshman,3.43,2,6
1126,female,senior,2.53,5,8
1127,female,junior,2.8,3,6
1128,female,senior,2.98,3,4
1129,female,junior,2.74,3,8
1130,female,junior,2.4,3,8
1131,female,senior,3.46,1,9
1132,male,freshman,2.21,2,1
1133,female,senior,2.82,3,7
1134,male,senior,2.2,3,9
1135,female,junior,3.42,1,8
1136,male,junior,3.13,3,5
1137,male,junior,3.3,3,4
1138,female,sophomore,2.79,1,5
1139,female,junior,2.36,4,9
1140,male,freshman,2.64,1,3
1141,female,senior,2.32,4,9
1142,female,freshman,2.66,4,8
1143,female,sophomore,1.65,3,1
1144,female,freshman,3.2,1,9
1145,female,senior,3.56,3,8
1146,female,sophomore,2.6,4,7
1147,male,junior,2.4,4,3
1148,male,senior,3.22,3,7
1149,female,sophomore,2.12,3,9
1150,female,junior,2.5,2,7
1151,female,senior,2.51,3,9
1152,female,sophomore,4,5,9
1153,female,freshman,2.81,5,2
1154,male,sophomore,1.9,4,4
1155,female,freshman,2.42,3,1
1156,male,sophomore,2.7,4,6
1157,female,sophomore,2.31,4,1
1158,female,freshman,2.86,4,6
1159,female,senior,3.1,3,1
1160,male,sophomore,2.28,2,3
1161,male,junior,2.57,4,4
1162,female,freshman,2.82,1,8
1163,female,freshman,2.65,4,3
1164,male,junior,3.53,2,7
1165,female,senior,3.46,2,2
1166,male,senior,3.63,2,3
1167,female,junior,2.1,1,1
1168,male,sophomore,2.68,3,8
1169,female,freshman,2.95,5,9
1170,female,sophomore,3.51,3,6
1171,male,freshman,2.51,1,5
1172,male,freshman,2.62,3,5
1173,female,senior,3.05,1,5
1174,female,freshman,2.48,1,2
1175,male,junior,3.22,2,9
1176,female,senior,3.15,4,9
1177,male,sophomore,2.26,2,4
1178,male,sophomore,2.45,5,7
1179,male,freshman,2.6,4,8
1180,male,sophomore,2.53,4,3
1181,female,freshman,2.67,1,9
1182,female,freshman,2.67,1,6
1183,male,senior,2,5,6
1184,female,junior,2.03,3,7
1185,male,sophomore,3.44,3,7
1186,male,junior,2.55,1,7
1187,male,senior,3.13,3,6
1188,female,freshman,2.02,1,3
1189,male,freshman,2.29,3,4
1190,female,freshman,2.21,1,9
1191,male,freshman,1.92,3,9
1192,male,freshman,2.67,4,6
1193,male,sophomore,2.2,2,9
1194,male,freshman,3.2,1,3
1195,male,freshman,2.8,1,2
1196,female,junior,2.55,2,3
1197,male,sophomore,2.78,5,6
1198,male,junior,3.16,3,2
1199,female,junior,2.43,3,3
1200,male,sophomore,2.77,3,4
1201,female,senior,2.98,2,3
1202,female,senior,2.94,3,1
1203,male,senior,2.94,5,9
1204,female,freshman,1.98,2,1
1205,male,freshman,2.65,4,4
1206,male,freshman,2.86,4,7
1207,female,freshman,3.03,2,8
1208,male,senior,2.56,3,6
1209,male,freshman,2.98,2,8
1210,female,sophomore,3.11,4,4
1211,male,senior,3.6,1,2
1212,male,junior,3.28,4,7
1213,female,junior,2.99,2,4
1214,male,senior,2.5,3,9
1215,female,junior,3.49,3,4
1216,male,freshman,2.54,3,6
1217,male,junior,3.3,2,4
1218,male,sophomore,3.03,3,8
1219,female,freshman,2.91,1,8
1220,female,sophomore,2.83,2,6
1221,male,junior,2.62,4,8
1222,female,sophomore,2.75,1,7
1223,female,junior,3.07,3,4
1224,male,senior,2.55,2,5
1225,female,junior,1.98,1,3
1226,female,junior,3.03,4,3
1227,female,sophomore,2.83,4,8
1228,female,sophomore,2.61,5,7
1229,female,senior,2.5,3,2
1230,female,junior,2.64,3,1
1231,female,junior,2.65,2,4
1232,female,senior,1.93,3,3
1233,male,junior,2.27,4,4
1234,male,junior,2.86,3,8
1235,female,freshman,2.89,1,2
1236,male,senior,3.23,2,6
1237,male,senior,2.91,1,9
1238,female,freshman,2.81,4,8
1239,male,senior,2.9,2,9
1240,female,freshman,3.14,3,7
1241,female,senior,2.38,1,3
1242,male,sophomore,2.68,5,8
1243,male,freshman,2.34,3,5
1244,male,junior,2.17,5,4
1245,male,junior,2.15,2,6
1246,male,senior,3.54,1,7
1247,female,sophomore,3.2,2,8
1248,female,sophomore,2.9,3,2
1249,male,freshman,1.78,2,7
1250,male,freshman,3.1,2,3
1251,male,sophomore,2.31,5,4
1252,male,sophomore,3.05,2,3
1253,male,sophomore,3.4,4,2
1254,male,senior,2.22,1,4
1255,female,senior,2.43,3,4
1256,female,freshman,2.85,2,7
1257,male,sophomore,2.6,1,1
1258,female,senior,3.14,2,8
1259,female,junior,3.71,3,5
1260,female,sophomore,2.87,5,6
1261,male,freshman,2.29,5,9
1262,male,sophomore,2.86,2,7
1263,female,freshman,2.33,3,1
1264,female,senior,2.26,3,6
1265,male,senior,2.1,2,2
1266,female,freshman,2.67,4,3
1267,male,sophomore,2.4,1,6
1268,male,sophomore,2.81,3,6
1269,male,sophomore,2.8,4,4
1270,male,senior,3.43,2,5
1271,female,senior,3.12,3,7
1272,male,senior,1.83,3,9
1273,male,senior,2.4,5,6
1274,male,junior,2.54,4,9
1275,male,senior,2.75,3,6
1276,male,sophomore,3.15,1,6
1277,male,sophomore,3.13,3,2
1278,female,junior,2.38,2,7
1279,female,sophomore,2.43,5,4
1280,female,senior,2.17,1,2
1281,male,junior,3.45,3,8
1282,male,sophomore,2.05,2,3
1283,female,sophomore,2.19,4,4
1284,male,sophomore,2.42,2,6
1285,male,junior,2.88,4,2
1286,male,freshman,2.48,4,9
1287,female,sophomore,2.79,4,1
1288,female,freshman,1.86,5,2
1289,female,junior,2.52,4,8
1290,female,junior,2.7,2,8
1291,female,freshman,3.04,4,3
1292,male,junior,3.35,3,9
1293,male,sophomore,1.74,2,4
1294,female,senior,1.73,1,2
1295,male,freshman,2.56,4,6
1296,male,freshman,2.42,3,6
1297,male,freshman,2.7,2,3
1298,male,sophomore,2.55,3,5
1299,female,sophomore,2.28,3,5
1300,male,sophomore,2.24,4,4
1301,male,sophomore,3.21,3,4
1302,male,junior,2.02,5,5
1303,female,sophomore,2.63,1,1
1304,female,freshman,2.29,2,8
1305,female,junior,2.03,5,3
1306,male,junior,2.99,1,9
1307,male,sophomore,3.29,3,2
1308,female,junior,2.84,3,6
1309,female,freshman,3.32,1,6
1310,female,freshman,2.5,1,8
1311,female,junior,3.15,2,1
1312,female,sophomore,3.29,2,2
1313,male,junior,2.71,2,7
1314,male,senior,2.19,4,7
1315,male,freshman,2.15,4,5
1316,female,freshman,1.89,2,3
1317,male,senior,2.94,2,9
1318,female,freshman,2.69,1,2
1319,female,junior,2.21,2,2
1320,male,senior,2.42,2,9
1321,female,senior,3.01,3,3
1322,male,senior,2.1,2,7
1323,male,junior,2.26,3,1
1324,female,freshman,3.14,2,8
1325,male,junior,2.25,2,6
1326,female,junior,2.07,2,4
1327,female,freshman,2.78,2,7
1328,male,freshman,2.81,4,7
1329,male,sophomore,2.36,1,3
1330,female,senior,2.52,5,8
1331,female,senior,2.57,4,5
1332,female,senior,2.74,1,3
1333,male,sophomore,3.55,3,2
1334,female,sophomore,3.07,1,7
1335,male,sophomore,4,5,1
1336,female,senior,3.12,1,3
1337,male,senior,2.69,2,1
1338,male,freshman,2.35,3,1
1339,male,freshman,2.46,3,5
1340,female,junior,3.03,3,8
1341,male,senior,2.69,3,8
1342,male,senior,2.62,3,6
1343,female,senior,2.65,3,8
1344,male,freshman,2.23,4,8
1345,male,senior,1.89,1,3
1346,female,freshman,3.08,4,6
1347,male,senior,2.85,3,2
1348,female,junior,2.84,1,3
1349,female,junior,2.49,1,8
1350,male,sophomore,2.53,2,5
1351,female,junior,2.76,4,7
1352,male,senior,2.61,2,1
1353,male,sophomore,2.2,3,8
1354,male,sophomore,2.45,3,7
1355,male,freshman,2.76,2,6
1356,male,sophomore,2.42,1,9
1357,male,freshman,2.7,3,3
1358,male,freshman,3.01,4,6
1359,female,freshman,3.27,2,7
1360,female,junior,1.85,1,8
1361,male,freshman,3.27,1,5
1362,female,senior,2.43,3,9
1363,male,sophomore,2.58,2,6
1364,male,freshman,2.26,5,8
1365,female,freshman,2.87,3,9
1366,female,senior,2.48,2,4
1367,male,freshman,3.02,3,4
1368,male,junior,2.92,4,7
1369,female,junior,2.77,3,4
1370,male,junior,2.84,3,5
1371,male,sophomore,2.86,3,8
1372,male,sophomore,2.27,2,6
1373,male,senior,3.31,1,7
1374,male,junior,2.45,1,1
1375,male,senior,2.89,2,6
1376,male,junior,2.52,5,4
1377,male,junior,2.76,2,2
1378,male,sophomore,2.34,5,9
1379,female,freshman,2.84,4,5
1380,male,freshman,2.59,1,8
1381,male,junior,2.17,4,5
1382,male,junior,3.33,1,2
1383,male,senior,3.54,5,5
1384,male,freshman,2.66,2,6
1385,female,senior,1.49,4,6
1386,female,sophomore,2.39,5,7
1387,male,sophomore,2.85,1,7
1388,male,junior,2.51,2,1
1389,female,senior,3.36,4,9
1390,male,sophomore,2.18,3,4
1391,female,senior,3.25,1,7
1392,male,senior,3.19,2,2
1393,male,sophomore,2.35,1,1
1394,male,junior,2.39,3,6
1395,female,sophomore,3,3,5
1396,male,junior,3.26,1,5
1397,female,freshman,2.81,4,3
1398,female,senior,2.3,2,4
1399,female,senior,2.27,4,2
1400,male,sophomore,2.25,5,6
1401,male,senior,2.78,3,1
1402,female,freshman,3.21,1,5
1403,male,junior,2.7,4,4
1404,female,sophomore,3.1,1,2
1405,female,junior,2.59,1,9
1406,female,freshman,2.81,2,6
1407,female,sophomore,2.96,2,7
1408,male,junior,2.82,5,7
1409,female,freshman,2.81,2,5
1410,male,freshman,2.83,2,9
1411,female,junior,2.35,3,3
1412,female,sophomore,2.48,3,8
1413,female,senior,2.53,4,1
1414,male,freshman,2.67,4,6
1415,male,sophomore,2.39,2,8
1416,male,freshman,3.31,5,8
1417,male,senior,3.17,2,6
1418,male,senior,2.35,1,8
1419,male,sophomore,3.55,2,6
1420,female,junior,3.01,3,1
1421,female,senior,2.39,3,8
1422,female,freshman,2.5,5,7
1423,male,senior,2.68,1,3
1424,female,sophomore,3.37,2,1
1425,male,senior,2.37,2,3
1426,male,senior,3.21,2,9
1427,female,sophomore,2.13,5,6
1428,female,senior,2.47,2,5
1429,female,senior,2.06,2,4
1430,female,senior,3.11,3,6
1431,female,sophomore,2.82,4,8
1432,male,freshman,1.9,3,4
1433,female,freshman,2.73,4,1
1434,male,sophomore,1.99,2,9
1435,male,freshman,3.1,2,1
1436,male,senior,3.43,2,8
1437,male,senior,2.31,5,7
1438,male,sophomore,2.38,3,7
1439,male,senior,2.99,3,6
1440,male,freshman,2.51,3,3
1441,male,sophomore,2.63,2,2
1442,female,junior,2.81,4,1
1443,male,senior,2.76,3,9
1444,female,senior,3.23,1,9
1445,male,sophomore,2.02,1,6
1446,male,sophomore,3.26,3,6
1447,male,junior,3.25,3,1
1448,male,freshman,2.26,5,6
1449,male,freshman,2.74,3,7
1450,female,freshman,2.9,2,6
1451,female,senior,2.96,2,4
1452,female,freshman,3.16,5,1
1453,female,senior,1.78,5,9
1454,male,sophomore,2.64,3,5
1455,male,senior,2.52,4,1
1456,male,sophomore,3.42,2,4
1457,female,senior,1.76,3,5
1458,female,freshman,3.02,2,9
1459,female,freshman,2.61,1,2
1460,female,junior,2.3,3,1
1461,female,freshman,3.21,5,2
1462,male,sophomore,3.02,2,6
1463,female,senior,2.48,5,6
1464,female,sophomore,2.94,1,5
1465,female,junior,2.19,4,7
1466,male,freshman,2.64,4,1
1467,female,sophomore,2.92,3,8
1468,male,freshman,3.42,1,4
1469,male,sophomore,2.1,4,2
1470,male,freshman,2.29,3,3
1471,male,sophomore,3.73,4,1
1472,female,senior,3,1,8
1473,male,junior,2.55,2,9
1474,female,sophomore,2.19,2,8
1475,female,sophomore,2.72,1,3
1476,male,freshman,3.18,3,7
1477,male,freshman,3.6,4,3
1478,female,sophomore,3.13,5,6
1479,male,sophomore,2.8,3,3
1480,female,senior,2.25,2,6
1481,female,senior,3.09,2,5
1482,female,junior,2.62,1,5
1483,male,freshman,2.04,4,4
1484,female,senior,3.22,2,2
1485,male,senior,1.86,2,9
1486,male,junior,3.62,4,4
1487,female,junior,2.98,1,5
1488,female,sophomore,1.96,2,4
1489,male,junior,3.37,4,9
1490,female,freshman,2.72,4,2
1491,female,sophomore,2.65,4,5
1492,male,freshman,3.42,2,1
1493,female,freshman,2.97,3,1
1494,female,junior,2.75,1,1
1495,male,freshman,2.92,5,5
1496,female,sophomore,2.64,2,3
1497,male,freshman,2.21,2,8
1498,female,junior,2.33,3,3
1499,female,senior,3.11,2,9
1500,male,junior,2.49,2,2
1501,male,senior,2.64,2,9
1502,female,senior,2.62,4,8
1503,female,junior,2.1,1,8
1504,female,sophomore,2.54,1,1
1505,female,junior,2.64,3,8
1506,female,senior,2.48,3,8
1507,female,junior,3.38,1,5
1508,female,freshman,3.43,2,3
1509,female,sophomore,2.7,5,7
1510,male,freshman,2.79,3,8
1511,male,senior,1.79,1,7
1512,female,sophomore,2.33,4,8
1513,male,sophomore,2.88,2,5
1514,male,senior,2.95,1,6
1515,female,junior,1.91,3,5
1516,female,junior,2.56,3,9
1517,female,freshman,2.28,3,9
1518,male,freshman,2.73,4,7
1519,female,senior,2.83,2,5
1520,male,sophomore,2.64,2,8
1521,female,junior,2.13,1,2
1522,male,sophomore,3.29,2,8
1523,male,freshman,2.52,3,5
1524,male,senior,2.56,3,5
1525,male,sophomore,3.11,4,7
1526,female,senior,2.78,2,9
1527,female,freshman,2.32,1,5
1528,male,sophomore,2.18,2,8
1529,female,freshman,2.56,1,7
1530,female,senior,1.82,1,1
1531,male,sophomore,3.14,5,8
1532,male,freshman,2.6,1,1
1533,female,senior,2.68,5,3
1534,male,freshman,2.29,2,3
1535,male,sophomore,3.08,4,6
1536,male,junior,2.05,3,7
1537,male,freshman,2.45,1,5
1538,male,sophomore,2.64,4,7
1539,female,junior,2.73,2,3
1540,female,freshman,3.21,1,3
1541,male,freshman,3.19,4,4
1542,female,sophomore,2.42,2,8
1543,male,senior,2.21,2,2
1544,male,freshman,2.87,2,5
1545,female,junior,2.55,3,7
1546,male,sophomore,2.48,2,1
1547,male,senior,2.11,3,7
1548,male,senior,2.04,3,4
1549,male,junior,2.94,4,9
1550,male,freshman,3.23,4,7
1551,female,sophomore,2.33,2,4
1552,female,senior,2.42,2,2
1553,male,freshman,3.21,4,9
1554,male,freshman,2.75,1,4
1555,male,freshman,2.81,4,9
1556,female,sophomore,3.27,2,9
1557,female,junior,2.55,2,7
1558,female,junior,2.7,2,9
1559,male,freshman,2.54,4,9
1560,male,junior,2.13,1,9
1561,male,junior,1.9,4,5
1562,female,senior,1.97,5,7
1563,female,freshman,3.44,2,5
1564,female,senior,2.55,5,3
1565,male,freshman,2.65,3,2
1566,female,junior,3.5,4,3
1567,male,sophomore,3.46,3,6
1568,male,junior,3.91,4,6
1569,male,senior,2.48,2,8
1570,male,senior,2.64,5,4
1571,male,senior,2.66,1,9
1572,male,junior,2.69,2,9
1573,male,sophomore,2.58,1,8
1574,female,sophomore,2.56,1,1
1575,female,sophomore,2.38,2,1
1576,male,senior,2.67,1,3
1577,female,junior,2.87,2,5
1578,male,freshman,2.74,1,3
1579,female,sophomore,1.96,3,5
